  69.6032     1.91456e-08
  89.3422     1.06822e-07
  110.447     3.34846e-07
  131.92     7.48835e-07
  153.622     1.27861e-06
  174.626     1.45576e-06
  190.839     1.41011e-06
  211.474     1.40129e-06
  232.095     1.38546e-06
  253.834     1.38541e-06
  275.573     1.38536e-06
  290.818     1.39936e-06
  312.529     1.38528e-06
  333.206     1.39752e-06
  349.486     1.3852e-06
  374.486     1.38515e-06
  390.818     1.39915e-06
  411.442     1.38507e-06
  433.209     1.39905e-06
  451.683     1.39726e-06
  473.398     1.38493e-06
  494.078     1.39892e-06
  511.441     1.38485e-06
  532.094     1.3848e-06
  553.86     1.39879e-06
  573.426     1.39875e-06
  594.078     1.3987e-06
  611.441     1.38463e-06
  636.469     1.39861e-06
  657.076     1.37575e-06
  673.425     1.39853e-06
  694.077     1.39848e-06
  711.465     1.39669e-06
  734.291     1.39664e-06
