1.194332,9.191566e-06,0.18158557,0.46428978
0.91056865,7.3692236e-06,0.11406088,0.39283177
1.1719193,9.686736e-06,0.18966605,0.51303566
0.892999,7.201283e-06,0.19566719,1.5040699
1.4436433,1.1754219e-05,0.19725855,0.28885642
0.78082806,6.3498146e-06,0.18995821,1.5071075
1.2125028,1.0326376e-05,0.19138765,0.67913157
1.1829114,1.0904538e-05,0.19752213,0.60363173
1.1087712,8.969041e-06,0.13869333,0.0014245542
0.84576565,7.4726263e-06,0.18083453,1.3369063
1.0553898,9.280563e-06,0.18272474,0.6146529
1.076152,1.0014662e-05,0.16044374,0.22946101
1.2713276,1.1858096e-05,0.18509021,0.001578166
1.1701142,9.880315e-06,0.16547543,0.34344387
1.1576434,9.438379e-06,0.2217934,0.5576456
1.2060133,9.298698e-06,0.18824895,0.45432976
1.0824611,8.890464e-06,0.15077089,0.0001450555
0.75249577,7.209529e-06,0.16995263,1.357409
0.6373936,6.0454836e-06,0.1978261,1.6091658
0.94899106,7.897402e-06,0.16721492,0.99948907
1.0464708,9.547941e-06,0.16193299,0.71930563
0.8260172,7.0824267e-06,0.16645907,1.3990768
0.94536746,7.247381e-06,0.18397209,0.51602906
1.1761405,1.1544121e-05,0.21000193,0.92846394
0.46594602,4.5647416e-06,0.20053063,2.4049916
0.37044635,3.7358695e-06,0.24651368,3.6555536
1.1966463,9.930172e-06,0.24170531,1.1316977
0.8479069,7.150402e-06,0.1538747,0.8437131
1.3376126,1.123171e-05,0.17736177,0.027680237
1.1885445,1.0402434e-05,0.16272733,0.52221406
