1.191878,9.57865e-06,0.16948174,0.36844128
1.1076686,8.943664e-06,0.17071773,0.45986164
1.2673647,9.93128e-06,0.15254955,0.001714017
0.95003414,8.061233e-06,0.21455278,1.5375229
1.0380663,8.649619e-06,0.17628857,0.7637287
0.9999143,0.9990005,0.9990024,0.99901086
1.3523276,1.1471306e-05,0.16965315,0.001547249
1.0708295,9.58649e-06,0.18884812,0.76530427
1.1227897,8.700948e-06,0.16686672,0.39956927
1.0439351,8.770052e-06,0.16938065,0.63882416
1.1309526,9.023117e-06,0.15843064,0.21885505
1.003915,7.306174e-06,0.14673804,0.53560305
1.5207802,1.27972025e-05,0.19842659,0.11029577
0.9262088,7.820916e-06,0.15312722,0.5564875
1.2514187,1.1033193e-05,0.19658619,0.3955821
1.2819989,1.0393302e-05,0.17566179,0.0001890259
1.1665696,9.503183e-06,0.16706188,0.38911405
1.0048275,7.6345295e-06,0.15693085,0.5812397
0.90403295,7.711627e-06,0.21000692,1.5937829
1.0783167,8.894356e-06,0.16876824,0.65824616
1.0433786,8.499731e-06,0.17701393,0.87270373
1.0399255,8.446044e-06,0.16050701,0.52441114
1.2366413,1.0920877e-05,0.16657598,0.036232296
1.2080368,9.837488e-06,0.1717636,0.49749002
1.2741281,1.03882385e-05,0.16678521,0.1336025
1.3114796,1.0590764e-05,0.17400669,0.0021127907
1.3587288,9.918502e-06,0.17809275,0.10978045
0.80163264,6.323063e-06,0.12033893,0.532277
1.0913529,9.108546e-06,0.18765816,0.7027781
1.1250181,9.012642e-06,0.15233381,0.12387357
