1.1906747,9.953914e-06,0.17145766,0.3579353
1.1966554,8.980982e-06,0.17030363,0.32430178
1.200836,9.4180305e-06,0.17099208,0.32798004
1.1929605,9.823256e-06,0.17068152,0.3328925
1.196086,9.920971e-06,0.1697815,0.31028384
1.1965547,9.77003e-06,0.16796698,0.285049
1.2000537,9.083346e-06,0.16829605,0.2819368
1.2050992,9.84708e-06,0.16849849,0.2766294
1.206878,9.333962e-06,0.16755296,0.25898373
1.200613,9.942074e-06,0.16836378,0.28315502
1.201883,1.0031955e-05,0.17047668,0.31189048
1.2000315,9.471524e-06,0.16964594,0.309093
