1.2085302,1.0036596e-05,0.17542046,0.375684
1.1856929,9.749795e-06,0.16742013,0.2863926
1.1892567,9.42699e-06,0.17383866,0.3861814
1.1823773,9.8381915e-06,0.17126626,0.3460929
1.2177669,1.0087992e-05,0.17045169,0.26420096
1.1715177,9.442385e-06,0.171191,0.3885768
1.1948825,9.900074e-06,0.17183225,0.34815013
1.2137681,1.0106337e-05,0.17328134,0.31585687
1.1970643,9.625001e-06,0.17221451,0.36434603
1.173646,9.770794e-06,0.16520907,0.29602692
1.2279099,1.03153025e-05,0.1734173,0.27454436
1.2120057,1.0082962e-05,0.16695118,0.2245505
1.2115294,1.0024495e-05,0.16625492,0.22077903
1.2045395,9.464988e-06,0.16464634,0.21951467
1.214039,9.838717e-06,0.16577038,0.20465407
