1.199511,9.975847e-06,0.16945033,0.30318692
1.2003685,9.4343195e-06,0.16953993,0.30260372
1.2008872,9.540969e-06,0.17050727,0.3149267
1.2002286,9.990252e-06,0.16990459,0.30779743
1.2004583,9.830988e-06,0.16962905,0.30356622
1.1994053,9.988242e-06,0.1707405,0.3221501
1.1998433,9.643589e-06,0.16983366,0.3079776
1.1997689,9.714286e-06,0.17030726,0.31491148
1.1992013,9.727653e-06,0.16914225,0.29839668
1.201519,9.879956e-06,0.16937289,0.29690832
1.2003336,1.0036787e-05,0.1701671,0.3114782
1.2033252,9.556249e-06,0.16933069,0.2920515
